count,smos_mean,glorys_mean,bias_glorys_minus_smos,mae,rmse,corr,n_months,start_year,end_year
687603,35.5693591860006,35.4907559754159,0.0786032105846965,0.37095964635903034,0.565959747079147,0.9285506349921464,12,2010,2010
