date,fwhm_km,valid_count,bias,rmse,corr,ssim,grad_q95
2019-02-21,40,1933,-0.1211089495852767,0.6210043161193004,0.9380215548431543,0.6931018074022024,2.0978081645249573
2019-02-21,60,1933,-0.1216825523711953,0.5940532169681798,0.9431320463670556,0.7083283817684886,1.9771638958596767
